/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
slack_sender             | row 2 : Boxe
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:15:06.170844+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 76903
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Basketball
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:15:06.170844+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:15:08 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-27 04:44:19 to 2026-01-27 05:44:19 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 29450: Randonnée from 2026-01-26 09:45:38 to 2026-01-26 11:45:38 with distance 6226m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 66386: Badminton from 2026-01-23 10:03:45 to 2026-01-23 11:03:45 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 57589: Runing from 2026-01-20 14:40:44 to 2026-01-20 17:40:44 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 35731: Rugby from 2026-01-15 11:06:49 to 2026-01-15 13:06:49 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-31 19:17:05 to 2026-01-31 21:17:05 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-28 12:52:20 to 2026-01-28 14:52:20 with distance 1469m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 34922: Tennis from 2026-01-10 21:35:52 to 2026-01-10 22:35:52 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-01-11 08:21:54 to 2026-01-11 11:21:54 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-20 05:34:10 to 2026-01-20 06:34:10 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-21 20:25:00 to 2026-01-21 23:25:00 with distance 16459m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 70575: Randonnée from 2026-01-10 18:14:19 to 2026-01-10 20:14:19 with distance 13419m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 34899: Football from 2026-02-04 18:58:47 to 2026-02-04 21:58:47 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-02-07 19:53:47 to 2026-02-07 20:53:47 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 70575: Randonnée from 2026-02-09 20:17:19 to 2026-02-09 21:17:19 with distance 16391m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 66882: Judo from 2026-01-22 03:57:39 to 2026-01-22 05:57:39 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-02-13 10:17:42 to 2026-02-13 11:17:42 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-01-08 09:16:31 to 2026-01-08 11:16:31 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-01-03 00:17:03 to 2026-01-03 03:17:03 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-03 00:43:27 to 2026-01-03 02:43:27 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-02-06 00:36:46 to 2026-02-06 03:36:46 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-05 15:31:38 to 2026-02-05 18:31:38 with distance 16300m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 18941: Runing from 2026-02-10 09:59:42 to 2026-02-10 12:59:42 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-02-12 23:24:40 to 2026-02-13 00:24:40 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-01-03 12:24:06 to 2026-01-03 13:24:06 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 73367: Boxe from 2026-02-12 22:15:12 to 2026-02-12 23:15:12 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 70575: Randonnée from 2026-02-08 23:54:45 to 2026-02-09 00:54:45 with distance 7474m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 50504: Escalade from 2026-01-10 09:54:32 to 2026-01-10 10:54:32 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-02-15 07:05:04 to 2026-02-15 09:05:04 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 81676: Tennis from 2026-01-13 21:31:05 to 2026-01-13 22:31:05 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-02-06 23:22:30 to 2026-02-07 01:22:30 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-02-03 07:32:44 to 2026-02-03 08:32:44 with distance 2488m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-30 18:27:03 to 2026-01-30 20:27:03 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-13 17:14:11 to 2026-01-13 18:14:11 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 43124: Équitation from 2026-02-08 13:29:40 to 2026-02-08 14:29:40 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-13 13:36:17 to 2026-01-13 16:36:17 with distance 4886m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-07 06:01:25 to 2026-01-07 09:01:25 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-01-12 23:27:40 to 2026-01-13 02:27:40 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 83440: Triathlon from 2026-01-03 05:14:33 to 2026-01-03 07:14:33 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-01-01 19:19:52 to 2026-01-01 22:19:52 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-02-15 02:55:28 to 2026-02-15 05:55:28 with distance 9355m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-01 15:58:17 to 2026-02-01 16:58:17 with distance 4505m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-28 06:07:02 to 2026-01-28 07:07:02 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 17036: Escalade from 2026-01-07 19:40:19 to 2026-01-07 20:40:19 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 17757: Badminton from 2026-01-04 09:21:53 to 2026-01-04 10:21:53 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-12 19:32:46 to 2026-01-12 21:32:46 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 34678: Randonnée from 2026-01-09 15:41:30 to 2026-01-09 18:41:30 with distance 17990m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-28 12:23:47 to 2026-01-28 15:23:47 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-02-07 09:34:47 to 2026-02-07 11:34:47 with distance 17063m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-29 00:06:07 to 2026-01-29 01:06:07 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-01-20 16:12:58 to 2026-01-20 19:12:58 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-01-28 14:28:06 to 2026-01-28 16:28:06 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-02-02 20:55:02 to 2026-02-02 23:55:02 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-08 17:00:42 to 2026-01-08 19:00:42 with distance 10942m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-05 05:59:12 to 2026-01-05 07:59:12 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 49804: Runing from 2026-01-30 22:19:20 to 2026-01-31 00:19:20 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-02-06 18:08:38 to 2026-02-06 21:08:38 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 20697: Randonnée from 2026-01-15 08:30:04 to 2026-01-15 10:30:04 with distance 7410m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 45221: Randonnée from 2026-01-25 14:01:25 to 2026-01-25 17:01:25 with distance 10448m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-02-04 20:29:34 to 2026-02-04 23:29:34 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-02-12 20:22:31 to 2026-02-12 21:22:31 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 48260: Voile from 2026-01-21 01:58:58 to 2026-01-21 02:58:58 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-02-09 09:21:07 to 2026-02-09 12:21:07 with distance 11436m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 70933: Tennis from 2026-01-31 20:09:24 to 2026-01-31 23:09:24 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 35731: Rugby from 2026-02-06 13:26:19 to 2026-02-06 16:26:19 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 73367: Boxe from 2026-02-08 21:05:38 to 2026-02-08 23:05:38 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 27069: Runing from 2026-02-06 08:37:45 to 2026-02-06 10:37:45 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 33386: Randonnée from 2026-02-06 00:49:53 to 2026-02-06 03:49:53 with distance 9994m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 17027: Tennis from 2026-01-02 01:41:55 to 2026-01-02 04:41:55 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 29450: Randonnée from 2026-02-03 20:36:23 to 2026-02-03 21:36:23 with distance 10788m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 60948: Runing from 2026-01-19 10:04:03 to 2026-01-19 13:04:03 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 20157: Basketball from 2026-02-11 20:14:27 to 2026-02-11 22:14:27 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-04 01:34:33 to 2026-01-04 02:34:33 with distance 14158m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 17027: Tennis from 2026-02-03 09:42:20 to 2026-02-03 10:42:20 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 34899: Football from 2026-01-07 10:00:29 to 2026-01-07 12:00:29 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-01-18 11:37:14 to 2026-01-18 14:37:14 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-01-15 17:50:26 to 2026-01-15 19:50:26 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 20157: Basketball from 2026-01-09 01:09:25 to 2026-01-09 03:09:25 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37830: Randonnée from 2026-02-11 00:02:30 to 2026-02-11 03:02:30 with distance 4744m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-02-05 01:44:43 to 2026-02-05 02:44:43 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 50504: Escalade from 2026-01-07 10:58:53 to 2026-01-07 11:58:53 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 34922: Tennis from 2026-01-31 13:29:37 to 2026-01-31 15:29:37 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-01 15:31:37 to 2026-02-01 17:31:37 with distance 7647m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 37830: Randonnée from 2026-01-21 14:23:01 to 2026-01-21 15:23:01 with distance 18029m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 93699: Runing from 2026-01-17 17:44:45 to 2026-01-17 18:44:45 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-02-04 21:59:46 to 2026-02-04 23:59:46 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 18918: Tennis from 2026-01-05 11:29:14 to 2026-01-05 12:29:14 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-01-26 22:19:02 to 2026-01-27 01:19:02 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-27 14:14:02 to 2026-01-27 17:14:02 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-02 03:07:15 to 2026-01-02 05:07:15 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 34382: Équitation from 2026-01-23 01:18:49 to 2026-01-23 02:18:49 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-25 02:16:52 to 2026-01-25 04:16:52 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-01-20 12:46:30 to 2026-01-20 14:46:30 with distance 7468m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-01-24 22:16:12 to 2026-01-25 00:16:12 with distance 15843m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-01-02 06:09:44 to 2026-01-02 07:09:44 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-01-16 03:29:53 to 2026-01-16 04:29:53 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-02-01 13:19:50 to 2026-02-01 15:19:50 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-01-13 00:56:49 to 2026-01-13 01:56:49 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 29450: Randonnée from 2026-01-14 00:49:37 to 2026-01-14 01:49:37 with distance 17118m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 93699: Runing from 2026-02-14 03:49:22 to 2026-02-14 06:49:22 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Connexion fermée.
[Kproducer_history_strava exited with code 0
[31m[1mAborting on container exit...[0m
 Container slack_sender  Stopping
 Container slack_sender  Stopped
 Container elt_dbt  Stopping
 Container elt_dbt  Stopped
 Container producer_history_strava  Stopping
 Container producer_history_strava  Stopped
elt_dbt                  | [0m12:20:03  Running with dbt=1.7.4
elt_dbt                  | [0m12:20:03  dbt version: 1.7.4
elt_dbt                  | [0m12:20:03  python version: 3.10.19
elt_dbt                  | [0m12:20:03  python path: /usr/local/bin/python3.10
elt_dbt                  | [0m12:20:03  os info: Linux-6.10.14-linuxkit-aarch64-with-glibc2.41
elt_dbt                  | [0m12:20:03  Using profiles dir at /app/profiles
elt_dbt                  | [0m12:20:03  Using profiles.yml file at /app/profiles/profiles.yml
elt_dbt                  | [0m12:20:03  Using dbt_project.yml file at /app/dbt_project.yml
elt_dbt                  | [0m12:20:03  adapter type: postgres
elt_dbt                  | [0m12:20:03  adapter version: 1.7.4
elt_dbt                  | [0m12:20:03  Configuration:
elt_dbt                  | [0m12:20:03    profiles.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:20:03    dbt_project.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:20:03  Required dependencies:
elt_dbt                  | [0m12:20:03   - git [[32mOK found[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:20:03  Connection:
elt_dbt                  | [0m12:20:03    host: postgres
elt_dbt                  | [0m12:20:03    port: 5432
elt_dbt                  | [0m12:20:03    user: postgresuser
elt_dbt                  | [0m12:20:03    database: sport_activities_db
elt_dbt                  | [0m12:20:03    schema: public
elt_dbt                  | [0m12:20:03    connect_timeout: 10
elt_dbt                  | [0m12:20:03    role: None
elt_dbt                  | [0m12:20:03    search_path: None
elt_dbt                  | [0m12:20:03    keepalives_idle: 0
elt_dbt                  | [0m12:20:03    sslmode: None
elt_dbt                  | [0m12:20:03    sslcert: None
elt_dbt                  | [0m12:20:03    sslkey: None
elt_dbt                  | [0m12:20:03    sslrootcert: None
elt_dbt                  | [0m12:20:03    application_name: dbt
elt_dbt                  | [0m12:20:03    retries: 1
elt_dbt                  | [0m12:20:03  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:20:03    Connection test: [[32mOK connection ok[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:20:03  [32mAll checks passed![0m
elt_dbt                  | [0m12:20:08  Running with dbt=1.7.4
elt_dbt                  | [0m12:20:08  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:20:08  Found 22 tests, 8 models, 3 sources, 0 exposures, 0 metrics, 401 macros, 0 groups, 0 semantic models
elt_dbt                  | [0m12:20:08  
elt_dbt                  | [0m12:20:08  Concurrency: 1 threads (target='dev')
elt_dbt                  | [0m12:20:08  
elt_dbt                  | [0m12:20:08  1 of 30 START test source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD  [RUN]
elt_dbt                  | [0m12:20:08  1 of 30 PASS source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD .... [[32mPASS[0m in 0.03s]
elt_dbt                  | [0m12:20:08  2 of 30 START test source_not_null_raw_data_rh_info_adresse_domicile ........... [RUN]
elt_dbt                  | [0m12:20:08  2 of 30 PASS source_not_null_raw_data_rh_info_adresse_domicile ................. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:20:08  3 of 30 START test source_not_null_raw_data_rh_info_bu_salarie ................. [RUN]
elt_dbt                  | [0m12:20:08  3 of 30 PASS source_not_null_raw_data_rh_info_bu_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  4 of 30 START test source_not_null_raw_data_rh_info_distance_to_office_km ...... [RUN]
elt_dbt                  | [0m12:20:08  4 of 30 PASS source_not_null_raw_data_rh_info_distance_to_office_km ............ [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  5 of 30 START test source_not_null_raw_data_rh_info_id_salarie ................. [RUN]
elt_dbt                  | [0m12:20:08  5 of 30 PASS source_not_null_raw_data_rh_info_id_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  6 of 30 START test source_not_null_raw_data_rh_info_jours_cp ................... [RUN]
elt_dbt                  | [0m12:20:08  6 of 30 PASS source_not_null_raw_data_rh_info_jours_cp ......................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  7 of 30 START test source_not_null_raw_data_rh_info_moyen_de_deplacement ....... [RUN]
elt_dbt                  | [0m12:20:08  7 of 30 PASS source_not_null_raw_data_rh_info_moyen_de_deplacement ............. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  8 of 30 START test source_not_null_raw_data_rh_info_salaire_brut ............... [RUN]
elt_dbt                  | [0m12:20:08  8 of 30 PASS source_not_null_raw_data_rh_info_salaire_brut ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  9 of 30 START test source_not_null_raw_data_rh_info_type_contrat ............... [RUN]
elt_dbt                  | [0m12:20:08  9 of 30 PASS source_not_null_raw_data_rh_info_type_contrat ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  10 of 30 START test source_not_null_raw_data_sport_activities_history_date_end . [RUN]
elt_dbt                  | [0m12:20:08  10 of 30 PASS source_not_null_raw_data_sport_activities_history_date_end ....... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  11 of 30 START test source_not_null_raw_data_sport_activities_history_date_start  [RUN]
elt_dbt                  | [0m12:20:08  11 of 30 PASS source_not_null_raw_data_sport_activities_history_date_start ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  12 of 30 START test source_not_null_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:20:08  12 of 30 PASS source_not_null_raw_data_sport_activities_history_id_activity .... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:08  13 of 30 START test source_not_null_raw_data_sport_activities_history_id_salarie  [RUN]
elt_dbt                  | [0m12:20:09  13 of 30 PASS source_not_null_raw_data_sport_activities_history_id_salarie ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  14 of 30 START test source_not_null_raw_data_sport_activities_history_type_activity  [RUN]
elt_dbt                  | [0m12:20:09  14 of 30 PASS source_not_null_raw_data_sport_activities_history_type_activity .. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  15 of 30 START test source_not_null_raw_data_sport_enterprise_id_duo ........... [RUN]
elt_dbt                  | [0m12:20:09  15 of 30 PASS source_not_null_raw_data_sport_enterprise_id_duo ................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  16 of 30 START test source_not_null_raw_data_sport_enterprise_id_salarie ....... [RUN]
elt_dbt                  | [0m12:20:09  16 of 30 PASS source_not_null_raw_data_sport_enterprise_id_salarie ............. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:20:09  17 of 30 START test source_not_null_raw_data_sport_enterprise_type_activity .... [RUN]
elt_dbt                  | [0m12:20:09  17 of 30 PASS source_not_null_raw_data_sport_enterprise_type_activity .......... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  18 of 30 START test source_unique_raw_data_rh_info_id_salarie .................. [RUN]
elt_dbt                  | [0m12:20:09  18 of 30 PASS source_unique_raw_data_rh_info_id_salarie ........................ [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:20:09  19 of 30 START test source_unique_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:20:09  19 of 30 PASS source_unique_raw_data_sport_activities_history_id_activity ...... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  20 of 30 START test source_unique_raw_data_sport_enterprise_id_duo ............. [RUN]
elt_dbt                  | [0m12:20:09  20 of 30 PASS source_unique_raw_data_sport_enterprise_id_duo ................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  21 of 30 START sql table model public_silver.silver_rh_info .................... [RUN]
elt_dbt                  | [0m12:20:09  21 of 30 OK created sql table model public_silver.silver_rh_info ............... [[32mSELECT 161[0m in 0.06s]
elt_dbt                  | [0m12:20:09  22 of 30 START sql incremental model public_silver.silver_sport_activities_history  [RUN]
elt_dbt                  | [0m12:20:09  22 of 30 OK created sql incremental model public_silver.silver_sport_activities_history  [[32mINSERT 0 1[0m in 0.06s]
elt_dbt                  | [0m12:20:09  23 of 30 START sql table model public_silver.silver_sport_enterprise ........... [RUN]
elt_dbt                  | [0m12:20:09  23 of 30 OK created sql table model public_silver.silver_sport_enterprise ...... [[32mSELECT 95[0m in 0.02s]
elt_dbt                  | [0m12:20:09  24 of 30 START sql table model public_gold.gold_incorrect_moyen_deplacement .... [RUN]
elt_dbt                  | [0m12:20:09  24 of 30 OK created sql table model public_gold.gold_incorrect_moyen_deplacement  [[32mSELECT 29[0m in 0.03s]
elt_dbt                  | [0m12:20:09  25 of 30 START sql table model public_gold.gold_potential_moyen_deplac_bonus ... [RUN]
elt_dbt                  | [0m12:20:09  25 of 30 OK created sql table model public_gold.gold_potential_moyen_deplac_bonus  [[32mSELECT 41[0m in 0.03s]
elt_dbt                  | [0m12:20:09  26 of 30 START sql table model public_gold.gold_rh_info ........................ [RUN]
elt_dbt                  | [0m12:20:09  26 of 30 OK created sql table model public_gold.gold_rh_info ................... [[32mSELECT 39[0m in 0.03s]
elt_dbt                  | [0m12:20:09  27 of 30 START sql incremental model public_gold.gold_slack_message_activities . [RUN]
elt_dbt                  | [0m12:20:09  27 of 30 OK created sql incremental model public_gold.gold_slack_message_activities  [[32mINSERT 0 4[0m in 0.03s]
elt_dbt                  | [0m12:20:09  28 of 30 START sql incremental model public_gold.gold_sport_activities_history . [RUN]
elt_dbt                  | [0m12:20:09  28 of 30 OK created sql incremental model public_gold.gold_sport_activities_history  [[32mINSERT 0 1[0m in 0.03s]
elt_dbt                  | [0m12:20:09  29 of 30 START test not_null_gold_rh_info_id_salarie ........................... [RUN]
elt_dbt                  | [0m12:20:09  29 of 30 PASS not_null_gold_rh_info_id_salarie ................................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:20:09  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.76 seconds (0.76s).
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  [32mCompleted successfully[0m
elt_dbt                  | [0m12:20:09  
elt_dbt                  | [0m12:20:09  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
